Date,return_1d,hl_range,Volume,news_count_1d,news_count_7d,sentiment_mean_1d,sentiment_mean_7d,sentiment_vol_7d,Close
2024-03-13,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.989999771118164
2024-03-14,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.989999771118164
2024-03-15,0.005459546939607929,0.002714907914331567,7200,0.0,0.0,0.0,0.0,0.0,11.050000190734863
2024-03-18,0.004524904060796864,0.08675678058119832,20800,0.0,0.0,0.0,0.0,0.0,11.100000381469727
2024-03-19,0.0,0.013513478682458597,7600,0.0,0.0,0.0,0.0,0.0,11.100000381469727
2024-03-20,-0.0036036000430957893,0.004430446491155533,7800,0.0,0.0,0.0,0.0,0.0,11.0600004196167
2024-03-21,-0.004520812733983304,0.006721195008463535,70600,0.0,0.0,0.0,0.0,0.0,11.010000228881836
2024-03-22,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.010000228881836
2024-03-25,0.004541343296587952,0.004520812733983252,2500,0.0,0.0,0.0,0.0,0.0,11.0600004196167
2024-03-26,0.0009040935649318182,0.002710003053136288,6400,0.0,0.0,0.0,0.0,0.0,11.069999694824219
2024-03-27,0.009033458376379366,0.03043868847498684,2800,0.0,0.0,0.0,0.0,0.0,11.170000076293945
2024-03-28,-0.008057309934929924,0.1371840717108005,17200,0.0,0.0,0.0,0.0,0.0,11.079999923706055
2024-04-01,-0.0018050094067749711,0.07414101841893393,3000,0.0,0.0,0.0,0.0,0.0,11.0600004196167
2024-04-02,0.009041539240635554,0.006272374173952248,200,0.0,0.0,0.0,0.0,0.0,11.15999984741211
2024-04-03,0.02822585469216321,0.00653601398223631,1400,0.0,0.0,0.0,0.0,0.0,11.475000381469727
2024-04-04,-0.006536013982236355,0.02850875615266352,24800,0.0,0.0,0.0,0.0,0.0,11.399999618530273
2024-04-05,-0.00964909301386696,0.015057579882050169,5700,0.0,0.0,0.0,0.0,0.0,11.289999961853027
2024-04-08,0.04960145451805542,0.03375532146227482,15000,0.0,0.0,0.0,0.0,0.0,11.850000381469727
2024-04-09,-0.03797474670491452,0.043859650590449904,3500,0.0,0.0,0.0,0.0,0.0,11.399999618530273
2024-04-10,-0.015789417326723676,0.006238916829996847,3200,0.0,0.0,0.0,0.0,0.0,11.220000267028809
2024-04-11,0.011586462686898225,0.01938328278719586,3300,0.0,0.0,0.0,0.0,0.0,11.350000381469727
2024-04-12,-0.02026436019210609,0.0017986023353871923,7900,0.0,0.0,0.0,0.0,0.0,11.119999885559082
2024-04-15,0.014388475634778741,0.0004432725673124569,1400,0.0,0.0,0.0,0.0,0.0,11.279999732971191
2024-04-16,-0.009751742844081757,0.0,51500,0.0,0.0,0.0,0.0,0.0,11.170000076293945
2024-04-17,0.0,0.002685741518915451,3300,0.0,0.0,0.0,0.0,0.0,11.170000076293945
2024-04-18,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,11.170000076293945
2024-04-19,-0.0035810171512817845,0.0017969006184830648,54700,0.0,0.0,0.0,0.0,0.0,11.130000114440918
2024-04-22,0.0008984931517530548,0.012118426485366963,95700,0.0,0.0,0.0,0.0,0.0,11.140000343322754
2024-04-23,0.011669668800220467,0.016858964182803533,433200,0.0,0.0,0.0,0.0,0.0,11.270000457763672
